gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,risk_tier
0,0,1,1,35,0,1,0,0,0,0,2,2,0,1,0,3,40.9,1383.6,0,0.1366593568658185,Low
1,0,0,0,6,1,0,0,2,0,2,2,2,2,2,1,3,80.25,493.4,0,0.1408967494508866,Low
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,48.6,48.6,1,0.657535009063978,High
1,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.8,1207.0,0,0.5803240887866516,Medium
1,0,1,1,10,1,0,0,0,0,2,0,2,0,0,0,3,60.2,563.5,0,0.31996634449845146,Low
1,0,0,1,15,1,0,0,0,0,2,2,0,0,1,0,1,55.2,864.55,0,0.22860154604251354,Low
0,1,0,0,40,0,1,0,2,2,0,0,2,2,0,1,2,55.8,2109.35,1,0.5554117366181048,Medium
0,0,1,1,13,1,0,0,2,0,0,2,0,0,1,0,0,54.15,701.05,0,0.08910610314414039,Low
1,0,1,0,29,1,2,1,0,2,0,0,0,0,0,1,0,80.15,2265.25,1,0.6706490275272637,High
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.5,220.6,1,0.8892435223686032,High
0,1,1,0,58,1,2,1,0,0,0,2,2,2,0,1,0,100.4,5749.8,0,0.45658725815466106,Medium
0,0,0,0,45,1,0,0,2,2,0,2,0,0,1,1,1,62.55,2796.45,0,0.14950403785010974,Low
0,0,1,1,72,1,2,0,2,2,2,2,0,0,2,1,0,70.45,5165.7,0,0.012489234453987955,Low
1,0,1,1,68,1,2,1,2,2,0,0,0,0,1,1,0,85.5,5696.6,0,0.08937092204913459,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,20.2,1,0.6301936072176778,Medium
0,0,1,1,38,1,0,0,2,2,0,0,0,0,0,0,2,54.5,2076.05,0,0.14941595617959347,Low
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.75,44.2,0,0.20180957190946203,Low
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.35,215.25,0,0.19083844547941556,Low
0,1,1,0,20,1,0,1,0,0,0,0,2,2,1,1,0,91.0,1859.5,0,0.3835817759198923,Medium
1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,104.8,7470.1,0,0.24350984206954346,Low
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.75,229.5,1,0.9227035820823944,High
1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2470.1,1,0.7469711449321405,High
1,0,0,0,40,1,0,0,0,0,0,2,0,0,0,1,2,51.1,2092.9,0,0.22914969069028782,Low
1,1,1,0,62,1,2,1,0,2,0,0,0,2,0,1,0,89.8,5629.55,0,0.38346983080645725,Medium
0,0,0,1,22,1,0,2,1,1,1,1,1,1,0,1,2,20.55,469.85,0,0.07994146085968512,Low
0,0,0,0,11,1,0,0,2,0,2,0,0,2,0,0,0,64.05,733.95,0,0.2512918012613346,Low
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,2,74.85,485.25,0,0.7651653379038595,High
0,0,0,0,13,1,2,1,2,2,0,0,2,0,0,1,2,96.65,1244.5,1,0.8365740392371038,High
1,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,1,0.6380669889621872,Medium
0,0,0,0,39,1,2,1,0,2,2,0,2,2,0,1,2,103.45,3994.45,1,0.7299693492916575,High
1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,3,25.0,78.25,0,0.5849295548457577,Medium
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1131.5,0,0.02085083151789013,Low
1,0,0,1,6,1,2,2,1,1,1,1,1,1,0,0,3,26.35,184.05,0,0.1422715435348058,Low
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,19.9,19.9,1,0.6915236913414188,High
0,0,1,0,22,1,0,0,0,2,2,0,0,0,0,1,3,54.7,1178.75,0,0.18382491102429377,Low
1,0,1,0,14,0,1,0,0,0,0,0,2,2,0,0,2,46.35,667.7,1,0.6009756115049544,Medium
1,0,1,1,64,1,2,1,0,0,2,0,0,2,1,0,1,90.25,5629.15,0,0.17910914386497065,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.95,19.95,1,0.5969023664316292,Medium
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.65,109.3,0,0.15700013410115815,Low
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.6,79.6,1,0.9597564910803065,High
1,0,0,1,39,1,2,2,1,1,1,1,1,1,1,0,0,25.45,958.45,0,0.06798347314926281,Low
0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,0,3,19.5,403.15,0,0.013339844767865927,Low
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,2,75.9,75.9,1,0.7806681538934535,High
1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.2,76.2,1,0.909980851040772,High
1,0,1,0,64,1,2,0,2,0,0,0,2,0,1,1,1,66.15,4392.5,0,0.05847864737504235,Low
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.25,19.25,1,0.4771107635793365,Medium
0,0,1,0,46,1,0,0,0,2,0,0,2,2,0,1,1,69.1,3168.0,0,0.23272669158299314,Low
0,1,1,1,28,0,1,0,0,2,0,0,0,2,1,1,2,39.1,1096.6,0,0.2486217708342093,Low
0,0,1,0,33,1,0,2,1,1,1,1,1,1,0,0,3,20.05,669.45,0,0.09569730875482854,Low
1,0,1,1,39,1,0,0,2,2,2,0,0,0,1,0,2,59.8,2343.85,0,0.07615416573672572,Low
0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,2,84.3,3588.4,1,0.6317747721979515,Medium
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,48.6,48.6,0,0.6910370444264249,High
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.0,522.95,1,0.8575238139942372,High
1,1,1,0,70,1,0,1,2,2,2,0,2,2,2,0,1,105.35,7511.9,0,0.10225361167103765,Low
1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,1,0,25.1,1725.0,0,0.011296777219968612,Low
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,49.75,49.75,0,0.48331172623355995,Medium
1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,94.75,1691.9,0,0.7122089258428765,High
1,0,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.0,2248.05,0,0.689556685537441,High
1,0,0,0,63,1,2,0,2,0,2,2,0,2,2,1,0,71.9,4479.2,0,0.014161737645022399,Low
0,0,0,1,44,1,2,0,0,2,0,0,2,2,1,1,3,77.55,3471.1,0,0.22254954036911195,Low
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,2,19.85,63.0,0,0.23929830510920572,Low
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25,1,0.8884981851624211,High
0,0,1,1,37,1,2,1,0,0,0,0,2,2,0,1,2,95.25,3314.15,0,0.6224032793970451,Medium
0,1,0,0,10,1,0,1,0,0,2,0,0,2,0,1,1,84.6,865.55,1,0.7858152995228697,High
1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,25.05,852.7,0,0.36387246268947926,Medium
1,0,1,0,35,0,1,0,2,0,2,0,2,2,1,0,1,53.15,1930.9,0,0.10267149273831684,Low
0,0,1,0,4,1,0,2,1,1,1,1,1,1,0,0,2,20.15,91.4,0,0.2670783574167451,Low
0,1,1,0,39,1,2,1,0,0,0,2,2,2,0,1,2,101.25,3949.15,0,0.5485879053013414,Medium
1,1,1,0,43,1,0,1,0,2,2,0,2,2,1,1,0,100.55,4304.0,0,0.2588069621288348,Low
0,0,1,1,17,1,2,2,1,1,1,1,1,1,0,0,3,24.1,409.9,1,0.2515825832468002,Low
0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.3,1554.9,0,0.007782142830193221,Low
0,0,1,0,49,1,2,0,2,2,2,0,0,2,1,0,2,71.8,3472.05,0,0.12091067545985136,Low
1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.7,117.8,0,0.07017000547419928,Low
0,0,1,1,64,0,1,0,0,2,2,2,0,2,2,0,2,49.85,3210.35,0,0.07060666880936504,Low
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,69.6,207.4,0,0.5850438097067899,Medium
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.75,19.75,0,0.5185679747500114,Medium
1,0,1,0,40,1,0,1,0,2,2,0,0,0,1,0,2,80.8,3132.75,0,0.18024070488135938,Low
0,0,0,1,1,1,0,0,2,2,0,2,0,0,0,1,2,60.0,60.0,1,0.6803129424349699,High
1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,1,2,86.55,649.65,1,0.8762715741508744,High
0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.85,20.85,1,0.6631125967753599,High
0,1,1,0,34,1,0,0,0,0,2,2,2,0,1,0,0,64.2,2106.3,0,0.10707645762878312,Low
0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,2,35.0,35.0,0,0.7889353293151155,High
0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,2,50.75,2011.4,1,0.5575296192135905,Medium
0,1,1,0,58,1,0,1,2,2,0,2,2,2,1,1,1,105.5,6205.5,1,0.5378710725272375,Medium
1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,2,19.2,903.7,0,0.01302483753008693,Low
1,1,0,0,6,1,0,1,2,0,0,0,2,0,0,1,0,85.15,503.6,1,0.7368406024556854,High
1,0,0,0,43,1,0,1,2,2,2,2,0,0,1,1,1,90.65,3882.3,0,0.11166686574724523,Low
1,0,1,1,41,1,0,2,1,1,1,1,1,1,2,1,3,20.0,879.8,0,0.007606715017361309,Low
1,0,0,0,5,1,0,1,0,2,0,0,0,0,0,1,2,74.65,383.65,0,0.7295710398092138,High
1,0,0,0,72,0,1,0,2,0,2,2,2,2,2,1,1,61.2,4390.25,0,0.020571889266257214,Low
1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.95,68.2,0,0.057147174283988085,Low
1,0,1,1,9,1,0,0,0,2,0,2,0,0,0,0,3,54.8,452.8,0,0.2731751297802343,Low
1,1,1,0,72,1,2,0,0,0,2,0,2,2,2,1,1,73.45,5329.0,0,0.1408966863212344,Low
0,0,1,0,33,1,0,0,0,0,0,2,0,0,1,1,3,51.45,1758.9,0,0.1311560663730621,Low
0,0,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,80.45,5737.6,0,0.030073393096245914,Low
1,0,1,0,22,1,0,0,2,0,0,2,0,0,0,1,2,54.2,1152.7,1,0.47723460234357257,Medium
0,0,1,0,70,1,2,1,0,2,2,2,2,2,1,1,2,109.5,7674.55,1,0.5659795536270912,Medium
1,0,1,1,21,1,2,1,0,2,2,0,2,2,0,0,2,104.4,2157.95,1,0.7511042718783731,High
1,0,0,0,15,1,0,1,0,0,2,0,2,0,0,0,2,85.3,1219.85,0,0.6054392253751046,Medium
1,1,1,0,29,1,2,1,0,0,0,2,0,0,0,1,2,79.3,2414.55,0,0.466547738357593,Medium
0,0,1,1,15,1,0,0,0,2,2,2,2,2,0,0,0,76.5,1155.6,0,0.27462962615627473,Low
1,1,1,1,71,1,2,1,2,2,0,0,2,2,0,1,1,105.1,7548.1,1,0.4951271036517079,Medium
1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1809.35,0,0.007644746602834396,Low
0,0,1,0,19,1,2,1,0,0,0,0,2,0,0,1,2,86.85,1564.4,0,0.6378755672262922,Medium
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,0,0.6210043356059093,Medium
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,75.7,75.7,1,0.9305052672673806,High
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.55,84.4,0,0.6515479282145694,High
0,1,1,1,11,1,2,1,0,0,2,0,0,0,0,1,1,78.1,864.85,0,0.6219666076676844,Medium
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,19.3,228.75,0,0.044167530070487675,Low
0,0,1,0,70,1,2,1,0,2,2,2,2,2,2,1,2,110.5,7752.05,0,0.17316922572371377,Low
0,1,1,0,20,1,2,1,0,0,2,0,2,0,0,0,2,90.8,1951.0,1,0.6785899190972082,High
0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,0,20.3,470.6,0,0.08649120634209152,Low
1,1,0,0,49,1,2,0,2,2,2,2,0,2,2,0,1,81.35,4060.9,0,0.08072026297290735,Low
0,0,1,1,4,1,2,1,0,2,0,0,2,2,0,1,2,97.95,384.5,1,0.9150187515796872,High
1,0,0,0,32,1,2,1,2,2,0,2,2,2,0,1,1,108.15,3432.9,1,0.5494256593918752,Medium
1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,2,55.3,108.65,0,0.65741864382397,High
1,1,1,0,69,0,1,0,2,2,0,0,2,2,2,0,1,56.55,3952.65,0,0.09240725772143245,Low
1,0,0,0,6,1,0,1,0,0,0,0,2,0,0,1,1,80.5,463.05,1,0.8467032538454228,High
0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,3,19.7,494.05,0,0.030766753856289568,Low
0,0,0,0,32,1,2,1,0,2,2,0,2,2,1,1,1,104.05,3416.85,0,0.35871438432365704,Medium
0,0,0,0,27,1,0,0,2,2,0,0,0,0,2,0,0,52.85,1498.65,0,0.05782571455317038,Low
0,1,1,0,27,1,2,1,2,0,0,2,2,2,0,1,0,104.3,2867.75,1,0.7142458877880532,High
1,0,0,0,58,1,2,1,0,0,0,2,0,0,0,0,0,80.65,4807.35,0,0.20710981802374795,Low
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.35,71.35,1,0.8999720411388921,High
0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,1,1,24.65,471.35,0,0.07792561454269346,Low
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,1,0,21.3,1041.8,0,0.030096339476068573,Low
0,0,1,1,70,1,2,1,0,2,2,2,2,2,2,1,2,110.2,7689.8,0,0.20328303725356528,Low
0,0,0,0,13,1,2,1,0,2,2,2,0,0,0,0,2,89.4,1132.35,1,0.7693042723581963,High
0,0,1,1,36,1,0,0,2,0,0,0,0,0,0,0,1,51.05,1815.0,0,0.13768921374832313,Low
1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,1,3,19.8,1311.3,0,0.026837501407066384,Low
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.9,199.45,0,0.1431433232788703,Low
1,1,0,0,19,1,0,1,2,0,0,0,0,2,0,1,2,87.3,1637.3,0,0.5132975760872679,Medium
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1326.35,0,0.013034594161825992,Low
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,3,89.4,6376.55,0,0.006527281795344221,Low
0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,20.0,935.9,0,0.002174029929132589,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0,0.6259089946156315,Medium
1,0,1,1,18,1,0,0,2,0,2,2,2,2,0,0,2,83.25,1611.15,0,0.3042071185581103,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.6,20.6,1,0.5641910206527139,Medium
1,1,1,0,67,1,2,1,0,2,0,2,2,2,2,0,0,102.9,6989.7,0,0.17317422805205474,Low
1,0,1,1,69,0,1,0,2,0,2,2,0,0,2,0,3,39.1,2779.5,0,0.04254648044391266,Low
1,0,0,0,19,1,2,1,0,2,0,0,2,2,0,1,2,99.95,1931.75,1,0.8044784062880435,High
1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,3,114.5,8331.95,0,0.02594724641835127,Low
0,1,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.2,735.9,0,0.015424377829821107,Low
1,1,1,0,40,1,0,0,0,0,0,0,0,2,1,0,2,55.8,2283.3,0,0.18689753740631224,Low
0,0,1,1,61,1,2,2,1,1,1,1,1,1,2,1,3,24.2,1445.2,0,0.015861330574403792,Low
0,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,1,81.0,818.05,1,0.8741812462726436,High
1,0,1,0,32,1,2,0,2,0,0,2,2,0,1,1,1,72.8,2333.05,0,0.08501908979533186,Low
0,0,0,0,21,1,2,1,0,2,0,0,2,2,0,1,1,99.85,1992.55,0,0.5997726637375881,Medium
0,1,0,0,59,1,2,1,0,0,2,0,2,2,1,1,2,99.5,5890.0,0,0.4693771266927855,Medium
0,1,1,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,916.75,1,0.7250268913375026,High
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1029.8,0,0.011741629854737048,Low
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1796.55,0,0.0071523249451468564,Low
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,1,19.9,33.7,0,0.2872148553746636,Low
0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,0,19.05,454.05,0,0.15913214922904073,Low
1,1,1,0,15,1,2,1,2,0,2,0,2,0,0,1,2,96.5,1392.25,0,0.7210508778142841,High
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1049.6,0,0.041232855047620656,Low
0,1,1,0,28,1,2,2,1,1,1,1,1,1,0,0,3,25.7,734.6,0,0.14812866283132164,Low
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.3,475.1,0,0.006860278289122759,Low
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,70.15,1,0.911201694165809,High
1,1,1,0,16,1,0,1,0,0,2,2,0,2,0,1,2,91.55,1540.05,0,0.5590989868933894,Medium
0,0,1,1,48,0,1,0,2,2,0,2,0,0,2,0,3,39.4,1978.65,0,0.04798551981045906,Low
1,1,1,0,30,1,2,1,2,2,2,2,2,0,0,1,0,105.7,3181.8,0,0.4419615023809353,Medium
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.25,229.7,0,0.6958743885067273,High
1,1,0,0,57,1,2,1,2,0,0,2,0,2,2,0,2,93.75,5625.55,0,0.13853020396015406,Low
0,1,1,0,68,1,2,1,2,2,0,0,0,2,1,1,1,96.55,6581.9,1,0.40854005969936164,Medium
0,0,1,0,23,1,0,0,0,0,0,2,2,0,1,0,0,60.0,1347.15,0,0.10448174565294416,Low
0,0,1,0,65,1,0,0,0,0,0,2,2,0,2,1,1,59.8,3808.2,0,0.06002363586987899,Low
1,0,1,0,44,1,0,1,0,0,0,0,2,2,1,1,0,90.65,3974.15,0,0.2872647724767559,Low
0,0,1,1,71,1,2,1,2,2,2,0,2,2,2,1,0,109.0,7661.8,0,0.10997044590749501,Low
0,0,1,0,37,1,2,0,2,0,2,2,0,0,1,0,1,68.1,2479.25,0,0.1249758281365322,Low
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.4,266.6,0,0.09095856771901495,Low
1,0,1,1,69,1,2,0,0,2,2,2,2,2,2,1,0,81.95,5601.4,0,0.06933513770357816,Low
0,0,0,0,35,1,0,0,2,2,2,0,0,0,0,0,2,60.55,1982.6,0,0.1714427210587351,Low
1,0,0,0,5,1,0,0,0,2,0,2,0,2,0,1,0,65.6,339.9,0,0.31774880547923046,Low
1,0,1,1,58,1,2,1,0,0,0,0,2,0,2,0,0,82.5,4828.05,0,0.13129836614381893,Low
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,1,0,82.3,5980.55,0,0.007171578059409514,Low
1,0,1,0,72,1,2,0,2,2,2,2,0,0,2,0,3,68.15,4808.7,0,0.029946075192302538,Low
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.3,20.3,0,0.38160446591778646,Medium
0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,3692.85,1,0.45949936383188156,Medium
1,0,1,1,53,1,0,2,1,1,1,1,1,1,1,0,1,20.2,1068.15,0,0.03493358275339687,Low
0,0,0,0,27,1,0,1,0,0,2,2,0,2,0,1,2,89.2,2383.6,0,0.434259626505412,Medium
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,1,0.9726478148533624,High
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.3,89.3,1,0.9244560302026404,High
0,0,1,0,18,1,0,1,2,0,0,0,0,0,0,0,2,74.8,1438.05,0,0.47173118611442316,Medium
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.2,917.45,0,0.011822418924114593,Low
0,0,1,0,72,1,2,0,2,0,2,2,2,2,2,1,1,84.4,6096.45,0,0.011825401983836813,Low
0,0,0,0,36,1,0,1,0,0,2,2,0,2,0,1,2,87.55,3078.1,1,0.5660412706448049,Medium
0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,2,25.15,99.95,0,0.6774045117993619,High
0,0,0,0,25,1,0,2,1,1,1,1,1,1,2,0,1,19.8,475.2,0,0.02668182561748824,Low
0,0,1,1,40,0,1,0,0,2,0,0,2,2,0,1,2,50.85,2036.55,0,0.37535837525942883,Medium
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,102.4,6444.05,0,0.603247685008327,Medium
0,1,0,0,15,1,0,1,2,0,2,2,0,2,0,1,3,96.3,1426.75,1,0.7157412247112979,High
1,0,0,0,14,1,2,0,0,2,0,0,0,0,0,1,1,55.5,767.55,0,0.2951453382533259,Low
1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,109.75,7932.5,0,0.15504401575233936,Low
1,0,0,0,39,1,2,1,2,2,0,0,2,2,0,1,2,106.4,4040.65,0,0.5605734759320692,Medium
0,0,1,1,47,0,1,0,2,2,2,0,2,2,2,1,1,60.0,2768.65,0,0.095790723680499,Low
1,0,1,0,19,1,2,1,2,2,0,2,0,0,0,1,1,88.8,1672.35,0,0.3004984265121506,Low
0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,85.2,474.8,1,0.8941852703103083,High
0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,1,2,35.1,446.1,1,0.7465991653426742,High
0,0,0,0,17,1,2,1,0,0,2,0,0,0,0,0,0,80.05,1345.65,0,0.41537413149476354,Medium
1,1,1,0,34,1,2,1,0,0,0,0,0,0,0,1,2,75.55,2425.4,0,0.7346843717415408,High
0,0,0,0,42,1,0,0,0,2,0,0,0,0,0,1,2,49.55,2077.95,0,0.2327256321643293,Low
1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.3,416.3,1,0.9129391420186383,High
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,23.9,1663.5,0,0.000926541187442987,Low
1,1,1,0,19,1,0,0,2,0,2,0,2,0,0,0,0,66.4,1286.05,0,0.26383465534860323,Low
0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,1,2,19.6,35.85,1,0.5034737821433585,Medium
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,18.8,1094.35,0,0.11624264483569602,Low
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,108.4,7719.5,0,0.20900107549534583,Low
0,0,0,0,6,1,0,1,0,2,0,0,0,2,0,1,3,85.95,514.6,0,0.6700254044980934,High
0,0,1,1,17,1,2,1,0,0,0,0,0,2,0,1,2,85.45,1451.6,1,0.8117090286861486,High
1,0,1,0,61,1,2,0,0,2,2,0,2,2,2,0,0,80.9,4932.5,0,0.08817615032123959,Low
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,71.0,1,0.9268428139975733,High
1,0,1,1,48,1,2,1,2,2,2,2,2,2,2,0,1,111.8,5443.65,0,0.21479651004409522,Low
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,1,20.6,330.25,0,0.17325636691398388,Low
1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,85.05,746.5,1,0.9311599460547093,High
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,44.6,122.7,0,0.5838026950503913,Medium
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,44.4,44.4,1,0.7119094402975468,High
1,0,0,0,65,1,2,1,0,2,2,0,2,2,2,0,1,105.1,6631.85,0,0.17247848427990356,Low
0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,115.15,8250.0,0,0.10843619455382464,Low
1,0,1,0,60,1,0,0,2,0,0,0,2,0,1,1,3,59.8,3561.15,0,0.07559697271717274,Low
0,0,1,0,69,1,2,2,1,1,1,1,1,1,1,1,2,26.3,1763.55,0,0.039855727081147464,Low
0,1,0,0,35,1,0,1,0,0,0,0,0,0,0,0,2,70.55,2419.0,0,0.4956299409051504,Medium
0,0,0,0,22,1,0,2,1,1,1,1,1,1,0,1,3,20.05,470.2,0,0.06749078031515122,Low
1,0,1,1,66,1,2,0,0,2,2,0,2,2,2,0,0,79.85,5234.95,0,0.10012501464935954,Low
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,1,0.8849026876086787,High
0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,0,79.35,79.35,1,0.9525301979961661,High
1,0,1,1,34,1,2,1,0,0,2,0,0,2,0,1,1,90.05,3097.0,0,0.4454089819340459,Medium
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1709.1,0,0.000926541187442987,Low
1,0,1,1,31,0,1,0,2,0,2,2,2,2,1,0,2,59.95,1848.8,0,0.11648532545264398,Low
1,0,0,1,30,1,2,2,1,1,1,1,1,1,1,0,0,25.35,723.3,0,0.10766182986656804,Low
0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,0,90.8,809.75,1,0.8586014534820949,High
1,0,1,1,20,1,0,1,0,0,0,0,0,0,0,1,2,70.45,1470.95,1,0.757537985190409,High
1,1,1,0,19,0,1,0,0,2,2,0,0,0,0,1,1,34.3,577.15,0,0.4528871881433714,Medium
0,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,105.05,6914.95,0,0.37258247145675,Medium
0,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,19.3,602.9,0,0.014404291343153333,Low
1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,19.15,124.4,0,0.05486482700423792,Low
0,0,0,0,2,0,1,0,0,2,0,0,2,2,0,0,2,51.4,96.8,0,0.644059794149325,Medium
1,0,1,1,53,1,2,0,2,0,0,2,0,2,0,0,2,71.85,3827.9,0,0.1627664245521214,Low
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,2,75.4,533.05,0,0.7336659807074636,High
0,0,1,1,61,1,0,0,2,0,0,0,0,0,1,1,0,49.7,2961.4,0,0.05252492510877246,Low
1,1,0,0,70,0,1,0,0,0,0,0,2,2,1,1,2,45.25,3264.45,1,0.4363845138556286,Medium
0,0,0,0,13,1,2,0,2,0,2,0,2,2,0,1,2,78.75,995.35,0,0.4315375443636499,Medium
1,1,1,0,35,1,2,1,0,0,2,0,0,0,1,1,0,81.6,2815.25,0,0.19948118784973146,Low
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,70.4,154.8,0,0.7092068419448964,High
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.8,246.3,1,0.9039314158377851,High
